DATE,PRCP,TMAX,TMIN,TOBS
6/15/2018,0,17.8,10,12.2
6/16/2018,0.8,19.4,10,12.8
6/17/2018,0,21.1,11.7,15.6
6/18/2018,0,28.9,13.3,16.1
6/19/2018,0,23.3,14.4,15
6/20/2018,0,19.4,13.3,13.9
6/21/2018,0,18.3,13.9,13.9
6/22/2018,0,18.9,13.3,13.9
6/23/2018,0,18.3,12.8,14.4
6/24/2018,0,19.4,11.7,12.2
6/25/2018,3,23.3,12.2,12.8
6/26/2018,0.3,17.8,10,12.8
6/27/2018,0,21.1,10,12.8
6/28/2018,0,16.7,11.7,13.9
6/29/2018,0,17.2,12.2,13.9
6/30/2018,0,19.4,13.9,15
7/1/2018,3.8,17.2,12.8,13.9
7/2/2018,0,18.3,11.7,13.9
7/3/2018,0,18.3,9.4,12.2
7/4/2018,0,20,11.7,17.8
7/5/2018,0,26.1,13.9,15.6
7/6/2018,0,21.1,14.4,15.6
7/7/2018,0.3,21.1,13.9,15
7/8/2018,0,18.9,10,12.8
7/9/2018,0,23.3,12.8,16.1
7/10/2018,0,17.8,14.4,15
7/11/2018,0,22.2,12.2,13.9
7/12/2018,0,24.4,12.8,15.6
7/13/2018,0,24.4,12.8,13.9
7/14/2018,0,19.4,11.7,13.9
7/15/2018,0,23.3,12.8,16.7
7/16/2018,0,27.8,12.8,13.3
7/17/2018,0,20,13.3,14.4
7/18/2018,0,18.3,13.3,13.9
7/19/2018,0,19.4,12.8,14.4
7/20/2018,0,18.9,12.2,14.4
7/21/2018,0,18.9,11.1,13.3
7/22/2018,0,18.3,11.1,11.7
7/23/2018,0,20,11.1,11.7
7/24/2018,0,16.1,10.6,10.6
7/25/2018,0,16.7,10.6,11.1
7/26/2018,0,17.2,11.1,12.2
7/27/2018,0,16.7,11.7,12.2
7/28/2018,0,17.8,11.7,14.4
7/29/2018,0,18.9,10,13.3
7/30/2018,0,21.7,10,15
7/31/2018,0.3,19.4,15,15
8/1/2018,0,18.9,8.3,15
8/2/2018,0.8,17.8,14.4,15
8/3/2018,5.3,18.9,14.4,15
8/4/2018,0,20,10,12.2
8/5/2018,0,22.2,12.2,14.4
8/6/2018,0,20.6,14.4,15
8/7/2018,0,19.4,12.8,13.3
8/8/2018,0,21.1,12.2,12.8
8/9/2018,0,20.6,12.8,15.6
8/10/2018,0,20.6,12.8,15.6
8/11/2018,1,20,15.6,16.7
8/12/2018,1.5,20.6,15.6,16.1
8/13/2018,0,20,11.1,12.2
8/14/2018,0,26.1,12.2,15
8/15/2018,0,30.6,14.4,15
8/16/2018,0,18.9,13.9,14.4
8/17/2018,0,17.8,12.8,13.9
8/18/2018,0,18.3,12.2,13.3
8/19/2018,0,18.3,11.7,12.2
8/20/2018,0,17.2,12.2,13.3
8/21/2018,0,20,13.3,13.9
8/22/2018,0,32.2,12.8,13.9
8/23/2018,0,15.6,13.3,15.6
8/24/2018,0,18.3,13.3,13.9
8/25/2018,0,17.2,12.8,12.8
8/26/2018,0.5,16.1,12.8,13.3
8/27/2018,1.8,16.1,12.8,13.3
8/28/2018,0,22.2,10.6,10.6
8/29/2018,0,26.1,10.6,12.2
8/30/2018,0,20,10.6,10.6
8/31/2018,0,19.4,10.6,13.3
9/1/2018,0,17.8,11.7,13.9
9/2/2018,0,20,9.4,9.4
9/3/2018,0,20.6,9.4,13.3
9/4/2018,0,18.9,10.6,10.6
9/5/2018,0,21.1,9.4,10.6
9/6/2018,0,27.2,10,11.1
9/7/2018,0,16.1,11.1,15
9/8/2018,0.5,18.9,11.1,15.6
9/9/2018,0,20,13.9,15
9/10/2018,7.1,18.3,14.4,15
9/11/2018,0.5,18.9,13.3,14.4
9/12/2018,2.8,18.3,12.2,12.8
9/13/2018,9.1,18.3,11.7,11.7
9/14/2018,3.3,17.8,11.7,12.8
9/15/2018,0.5,17.2,12.2,12.2
9/16/2018,20.6,16.7,12.2,12.8
9/17/2018,0,17.2,7.2,7.8
9/18/2018,0,18.3,5.6,5.6
9/19/2018,0,18.3,5.6,8.9
9/20/2018,0.3,16.7,8.9,10
9/21/2018,0.3,17.8,10,13.9
9/22/2018,8.1,20,12.8,14.4
9/23/2018,5.6,16.7,7.2,8.3
9/24/2018,0,16.7,6.1,6.7
9/25/2018,0,18.3,6.1,8.3
9/26/2018,0,22.8,8.3,8.9
9/27/2018,0,22.8,8.9,11.7
9/28/2018,0,25,11.7,12.2
9/29/2018,0,28.3,12.2,13.9
9/30/2018,3.3,19.4,13.3,13.9
10/1/2018,10.4,17.2,13.9,15
10/2/2018,7.1,16.1,11.7,11.7
10/3/2018,0.3,16.1,3.9,4.4
10/4/2018,0,13.3,4.4,5.6
10/5/2018,1,14.4,5,6.7
10/6/2018,20.8,10,6.7,8.9
10/7/2018,4.8,15.6,8.3,9.4
10/8/2018,10.9,11.7,8.9,10.6
10/9/2018,3.3,13.9,10.6,11.7
10/10/2018,0,17.2,8.9,10
10/11/2018,0,17.2,6.1,6.1
10/12/2018,0,20,6.1,6.7
10/13/2018,0,16.7,5.6,6.1
10/14/2018,0,18.9,3.9,4.4
10/15/2018,0,20,4.4,5.6
10/16/2018,0,22.2,5.6,7.8
10/17/2018,0,24.4,6.7,6.7
10/18/2018,0,25,6.7,8.3
10/19/2018,0,13.3,5,5.6
10/20/2018,0,13.3,4.4,6.1
10/21/2018,0,15,1.1,4.4
10/22/2018,0,18.9,4.4,6.1
10/23/2018,0,15,6.1,10
10/24/2018,2,13.9,10,10
10/25/2018,5.8,15.6,10,12.2
10/26/2018,36.6,15,12.2,13.9
10/27/2018,5.3,15,6.7,7.2
10/28/2018,40.1,13.9,7.2,11.7
10/29/2018,20.3,14.4,7.2,8.3
10/30/2018,11.7,14.4,8.3,8.9
10/31/2018,14.5,13.9,8.3,12.2
11/1/2018,18.5,14.4,12.2,13.9
11/2/2018,14.2,15,12.2,12.2
11/3/2018,0.5,15.6,11.7,11.7
11/4/2018,43.2,13.9,11.7,12.2
11/5/2018,3,15.6,8.9,10.6
11/6/2018,4.8,13.9,5,6.1
11/7/2018,2.5,13.3,2.8,3.3
11/8/2018,0.5,12.2,1.1,3.9
11/9/2018,0,11.1,0.6,1.1
11/10/2018,0,8.3,1.1,3.3
11/11/2018,0,11.1,2.2,5
11/12/2018,0,12.2,5,5.6
11/13/2018,0,14.4,2.2,2.2
11/14/2018,1.5,11.1,2.2,10.6
11/15/2018,0.5,13.9,7.8,8.3
11/16/2018,2,12.8,7.8,11.7
11/17/2018,0,13.9,3.3,4.4
11/18/2018,0,12.8,2.2,2.2
11/19/2018,0,13.3,1.7,1.7
11/20/2018,0,13.3,0.6,1.7
11/21/2018,3.8,12.8,1.7,6.7
11/22/2018,16,9.4,6.7,7.8
11/23/2018,29,9.4,7.2,8.3
11/24/2018,2.8,10.6,1.7,2.8
11/25/2018,0,6.7,2.8,3.3
11/26/2018,6.6,8.3,2.8,8.3
11/27/2018,78.7,13.3,8.3,12.2
11/28/2018,8.1,13.9,8.9,8.9
11/29/2018,6.9,11.1,6.7,6.7
11/30/2018,3,10,3.9,5
12/1/2018,21.1,8.9,3.9,4.4
12/2/2018,0,7.2,2.2,2.8
12/3/2018,0,7.2,2.2,3.3
12/4/2018,0,7.8,1.7,1.7
12/5/2018,0,8.3,-0.6,-0.6
12/6/2018,0,7.8,-1.7,-1.1
12/7/2018,0,6.7,-1.1,1.7
12/8/2018,0,5.6,1.1,5
12/9/2018,5.3,8.9,5,6.1
12/10/2018,14.5,8.3,4.4,5.6
12/11/2018,14.7,11.7,5.6,9.4
12/12/2018,51.3,12.2,3.9,4.4
12/13/2018,49.5,10,4.4,9.4
12/14/2018,8.9,10,6.1,6.7
12/15/2018,8.9,13.9,3.9,4.4
12/16/2018,17.3,8.9,3.9,8.9
12/17/2018,15.2,10.6,8.3,8.3
12/18/2018,46.7,11.1,7.8,8.9
12/19/2018,2.3,11.7,6.7,7.2
12/20/2018,14.2,12.8,7.2,12.8
12/21/2018,4.1,12.8,2.2,2.8
12/22/2018,4.8,9.4,1.1,5
12/23/2018,18.5,8.9,5,7.8
12/24/2018,2,11.1,5,5.6
12/25/2018,0,8.3,1.7,2.8
12/26/2018,3.6,8.9,2.8,3.9
12/27/2018,11.2,7.2,0,0
12/28/2018,4.6,4.4,0,4.4
12/29/2018,60.2,10.6,4.4,10.6
12/30/2018,30,11.1,5.6,6.1
12/31/2018,0.5,8.9,-0.6,-0.6
1/1/2019,0,6.7,-0.6,-0.6
1/2/2019,0.3,5.6,-0.6,0
1/3/2019,19.8,10.6,0,10.6
1/4/2019,30.2,10.6,8.3,8.3
1/5/2019,0,11.1,5.6,5.6
1/6/2019,17.8,7.2,3.9,4.4
1/7/2019,20.8,5,1.7,2.8
1/8/2019,5.8,8.3,2.2,3.3
1/9/2019,11.9,6.7,3.3,6.7
1/10/2019,23.1,11.1,6.7,9.4
1/11/2019,1.3,10.6,7.2,7.2
1/12/2019,0,12.2,4.4,4.4
1/13/2019,0,14.4,0.6,0.6
1/14/2019,0,12.8,-0.6,0
1/15/2019,0,11.7,0,1.1
1/16/2019,0.3,8.9,0.6,3.3
1/17/2019,8.6,10,3.3,7.2
1/18/2019,20.8,10.6,7.2,7.8
1/19/2019,45.7,11.1,6.7,8.3
1/20/2019,4.6,11.1,3.3,3.3
1/21/2019,0,6.7,1.1,1.7
1/22/2019,4.1,7.2,1.7,5.6
1/23/2019,46.2,11.1,5.6,8.9
1/24/2019,0.8,10.6,5.6,5.6
1/25/2019,0,8.9,4.4,4.4
1/26/2019,0,11.1,0.6,0.6
1/27/2019,0,10,0.6,3.9
1/28/2019,0,6.7,3.9,5
1/29/2019,0,11.7,1.7,1.7
1/30/2019,0,13.3,0,0
1/31/2019,0,12.8,0,1.7
2/1/2019,6.6,11.7,1.7,6.7
2/2/2019,13,10,6.1,6.1
2/3/2019,0,8.3,3.3,3.9
2/4/2019,0.3,8.3,-0.6,-0.6
2/5/2019,0.3,1.7,-2.2,-1.7
2/6/2019,0,4.4,-3.9,-3.9
2/7/2019,0,5.6,-3.9,-3.9
2/8/2019,0,4.4,-3.9,-1.1
2/9/2019,9.9,5.6,-1.1,-1.1
2/10/2019,0,2.8,-5,-4.4
2/11/2019,7.9,4.4,-5,0.6
2/12/2019,41.7,2.8,0,2.2
2/13/2019,8.9,7.2,0.6,1.1
2/14/2019,1.3,6.7,0.6,2.2
2/15/2019,14.7,4.4,2.2,3.9
2/16/2019,1.8,8.3,3.3,3.3
2/17/2019,1,6.1,-0.6,-0.6
2/18/2019,0.3,8.9,-1.1,0
2/19/2019,2.5,7.8,0,3.9
2/20/2019,16,6.7,0,0
2/21/2019,0,8.9,-1.7,-1.7
2/22/2019,1.3,9.4,-1.7,2.8
2/23/2019,12.7,7.8,-0.6,1.1
2/24/2019,7.4,6.7,1.1,2.2
2/25/2019,0,6.7,-2.2,-0.6
2/26/2019,0,8.3,-1.1,-0.6
2/27/2019,0,6.7,-0.6,2.2
2/28/2019,2,5,-1.7,-1.1
3/1/2019,0,7.8,-1.1,0.6
3/2/2019,0,12.8,0.6,1.7
3/3/2019,0,12.8,1.1,1.7
3/4/2019,0,12.8,-1.7,-1.1
3/5/2019,0,8.3,-3.3,-2.8
3/6/2019,0,10.6,-3.3,-1.1
3/7/2019,10.2,7.2,-1.1,1.1
3/8/2019,7.6,6.7,0,0.6
3/9/2019,0.3,6.7,-1.7,-1.1
3/10/2019,0,9.4,-2.8,-2.2
3/11/2019,0,11.7,-2.2,-1.7
3/12/2019,14,8.9,-1.7,3.9
3/13/2019,3.6,10,1.7,2.2
3/14/2019,0,11.1,1.7,1.7
3/15/2019,0.3,11.1,1.7,2.2
3/16/2019,0,16.7,1.7,4.4
3/17/2019,0,17.2,2.2,3.3
3/18/2019,0,21.1,3.3,6.1
3/19/2019,0,23.3,6.1,10.6
3/20/2019,0,26.1,8.9,8.9
3/21/2019,0,26.7,7.8,10
3/22/2019,0,12.8,3.9,3.9
3/23/2019,2,12.8,3.9,5.6
3/24/2019,0,12.8,3.9,4.4
3/25/2019,0,16.1,4.4,7.8
3/26/2019,9.7,12.2,5,5.6
3/27/2019,0,13.9,5,7.8
3/28/2019,4.1,15.6,3.9,3.9
3/29/2019,0,17.8,3.3,3.9
3/30/2019,0,15,3.3,5
3/31/2019,0,15,3.9,3.9
4/1/2019,0,20.6,3.9,6.1
4/2/2019,0,20,6.1,11.1
4/3/2019,3.6,16.1,10.6,10.6
4/4/2019,0.5,11.7,5,6.1
4/5/2019,1.3,17.2,6.1,9.4
4/6/2019,20.8,17.2,6.1,7.2
4/7/2019,10.4,12.8,5.6,5.6
4/8/2019,1.3,14.4,5.6,8.9
4/9/2019,3.3,13.9,8.3,8.9
4/10/2019,1.3,11.7,7.2,8.3
4/11/2019,22.1,10.6,7.8,8.9
4/12/2019,5.1,10.6,7.8,8.3
4/13/2019,2,13.3,7.8,8.3
4/14/2019,11.9,11.7,5.6,6.1
4/15/2019,6.6,10,3.3,3.9
4/16/2019,2.5,13.3,3.9,6.1
4/17/2019,6.4,12.8,6.1,10
4/18/2019,1.3,12.2,9.4,10.6
4/19/2019,7.1,15,10,10.6
4/20/2019,0,12.8,6.7,7.8
4/21/2019,0,13.9,7.8,9.4
4/22/2019,0,12.2,6.1,6.7
4/23/2019,11.9,10.6,6.7,10
4/24/2019,0.5,12.8,3.9,5
4/25/2019,0,15.6,4.4,5
4/26/2019,0,17.8,5,9.4
4/27/2019,0,13.3,6.1,7.8
4/28/2019,0,13.3,1.7,2.8
4/29/2019,0,17.2,2.2,7.2
4/30/2019,0,18.9,2.2,5
5/1/2019,0,18.9,5,10.6
5/2/2019,0,12.8,8.3,9.4
5/3/2019,0,12.8,5.6,7.8
5/4/2019,0,14.4,5,6.1
5/5/2019,0,14.4,6.1,10
5/6/2019,0,15,8.3,8.3
5/7/2019,0,22.2,8.3,11.1
5/8/2019,0,16.1,10.6,10.6
5/9/2019,0,17.8,8.9,12.2
5/10/2019,0,30,10.6,12.8
5/11/2019,0,29.4,11.1,11.1
5/12/2019,0,13.3,10,11.1
5/13/2019,0,14.4,10,11.1
5/14/2019,0.3,15,10.6,11.1
5/15/2019,4.8,16.7,7.8,9.4
5/16/2019,8.6,18.9,9.4,11.7
5/17/2019,4.1,14.4,10.6,10.6
5/18/2019,0.5,16.1,10,11.1
5/19/2019,4.3,21.1,11.1,11.7
5/20/2019,3.8,15,11.1,12.2
5/21/2019,5.3,17.2,10,10.6
5/22/2019,0.3,18.3,10.6,12.8
5/23/2019,0,16.7,11.1,11.7
5/24/2019,0,13.9,11.7,11.7
5/25/2019,0.5,13.9,10.6,11.7
5/26/2019,1.5,13.9,6.7,9.4
5/27/2019,0,21.7,9.4,12.8
5/28/2019,0,21.7,9.4,12.2
5/29/2019,0,16.7,10.6,11.1
5/30/2019,0,14.4,10.6,11.1
5/31/2019,0,15,11.1,11.7
6/1/2019,0,16.7,10.6,12.2
6/2/2019,0,17.2,10.6,11.1
6/3/2019,0,15.6,11.1,13.3
6/4/2019,0,17.2,8.9,10.6
6/5/2019,0,16.7,8.9,11.7
6/6/2019,3.3,15,8.3,10.6
6/7/2019,2.3,16.1,10,11.7
6/8/2019,14.5,14.4,9.4,11.7
6/9/2019,0,17.2,6.7,8.3
6/10/2019,0,21.7,8.3,13.3
6/11/2019,0,23.3,11.7,15.6
6/12/2019,0,28.9,15.6,21.1
6/13/2019,0,32.8,13.3,13.3
6/14/2019,0,17.2,11.7,12.8
6/15/2019,0,15,11.7,11.7
6/16/2019,0,16.1,11.1,13.9
6/17/2019,0,17.2,11.1,12.8
6/18/2019,0,17.8,12.8,14.4
6/19/2019,0,18.3,11.1,13.3
6/20/2019,0.8,17.2,10.6,12.2
6/21/2019,0,16.1,11.7,13.3
6/22/2019,0,16.7,12.2,12.8
6/23/2019,0,16.1,11.7,13.3
6/24/2019,0,16.1,8.9,12.2
6/25/2019,0,18.3,8.9,11.1
6/26/2019,0,18.3,11.1,13.9
6/27/2019,2.3,19.4,12.8,13.9
6/28/2019,0.3,17.2,11.7,12.8
6/29/2019,0,19.4,11.7,12.2
6/30/2019,0,21.7,11.7,13.9
7/1/2019,0,21.7,11.7,13.9
7/2/2019,0,17.8,13.3,14.4
7/3/2019,0.3,17.2,13.3,13.9
7/4/2019,0,18.3,13.3,15
7/5/2019,0.5,19.4,13.3,13.9
7/6/2019,0,17.8,12.8,13.9
7/7/2019,1.8,19.4,13.9,15
7/8/2019,1.3,18.3,13.3,15
7/9/2019,0,20.6,13.9,13.9
7/10/2019,11.2,20.6,13.9,16.7
7/11/2019,6.1,18.3,16.1,16.1
7/12/2019,0,20.6,15,15.6
7/13/2019,0,22.8,13.9,17.8
7/14/2019,0,20.6,14.4,16.7
7/15/2019,1.3,22.8,15.6,16.7
7/16/2019,0.3,21.1,15,15.6
7/17/2019,0.3,21.1,15.6,16.1
7/18/2019,12.2,18.3,13.3,15
7/19/2019,0,20,12.2,14.4
7/20/2019,0,21.1,10.6,11.7
7/21/2019,0,23.3,7.8,13.3
7/22/2019,0,22.8,13.3,16.1
7/23/2019,0,21.7,15,15.6
7/24/2019,0,21.1,12.8,14.4
7/25/2019,0,22.8,11.7,13.3
7/26/2019,0,25,13.3,15.6
7/27/2019,1.3,21.1,15,17.2
7/28/2019,0,22.2,11.1,12.8
7/29/2019,0,23.3,12.8,14.4
7/30/2019,0,20,13.9,15.6
7/31/2019,0,20.6,13.3,15
8/1/2019,0,22.2,13.3,17.2
8/2/2019,5.8,23.9,16.7,16.7
8/3/2019,0,22.2,12.8,13.3
8/4/2019,0,22.2,11.7,12.2
8/5/2019,0,25,12.2,13.9
8/6/2019,0,18.9,13.9,14.4
8/7/2019,0,18.3,14.4,15.6
8/8/2019,0.3,18.9,15,15.6
8/9/2019,0,19.4,12.2,13.9
8/10/2019,2,21.1,12.8,14.4
8/11/2019,0,21.7,14.4,17.2
8/12/2019,0.3,21.7,14.4,16.7
8/13/2019,0,24.4,15,16.7
8/14/2019,0,27.2,16.1,16.7
8/15/2019,0,22.2,15.6,16.7
8/16/2019,0,21.1,15.6,16.7
8/17/2019,0,19.4,15.6,16.1
8/18/2019,0,19.4,15,15.6
8/19/2019,0,19.4,15.6,16.7
8/20/2019,0,21.7,11.7,12.2
8/21/2019,16.3,22.2,12.2,15
8/22/2019,6.4,18.9,12.2,13.3
8/23/2019,0,20.6,11.1,12.8
8/24/2019,0,22.8,12.8,16.1
8/25/2019,1,21.7,13.9,15
8/26/2019,0,20,10.6,11.7
8/27/2019,0,25.6,8.9,13.9
8/28/2019,0,33.3,13.3,15.6
8/29/2019,0,30,15,16.7
8/30/2019,1,21.1,16.7,17.2
8/31/2019,0.3,22.2,15.6,15.6
9/1/2019,0,21.7,15.6,17.2
9/2/2019,0,21.1,15.6,16.1
9/3/2019,0,25,14.4,15.6
9/4/2019,0,20,14.4,16.7
9/5/2019,0,21.1,11.7,12.8
9/6/2019,0,27.2,12.8,16.7
9/7/2019,0,18.3,15.6,16.1
9/8/2019,1,19.4,15.6,16.1
9/9/2019,5.3,18.9,15.6,15.6
9/10/2019,2,20,13.9,13.9
9/11/2019,0,20,12.8,13.9
9/12/2019,0,21.1,12.2,12.8
9/13/2019,18.5,22.8,12.8,16.7
9/14/2019,1,20,15,16.1
9/15/2019,20.6,18.9,14.4,15
9/16/2019,11.2,19.4,11.7,12.2
9/17/2019,9.4,18.9,12.2,13.3
9/18/2019,10.2,18.3,12.2,12.8
9/19/2019,0.3,19.4,11.1,11.7
9/20/2019,0.3,17.8,11.7,13.9
9/21/2019,0,19.4,11.7,12.2
9/22/2019,4.8,18.9,12.2,14.4
9/23/2019,6.4,18.3,10.6,12.2
9/24/2019,4.8,16.7,12.2,15.6
9/25/2019,0,19.4,9.4,10
9/26/2019,6.9,19.4,10,15.6
9/27/2019,0,17.2,8.9,10.6
9/28/2019,6.4,15.6,5,5.6
9/29/2019,0,16.1,4.4,7.8
9/30/2019,0,13.3,2.8,3.9
10/1/2019,0,16.7,2.8,2.8
10/2/2019,0,15.6,2.2,4.4
10/3/2019,3.8,15.6,2.8,10
10/4/2019,4.8,13.9,8.9,10
10/5/2019,2.3,15.6,9.4,10
10/6/2019,0,17.2,7.2,7.2
10/7/2019,0,19.4,7.2,10.6
10/8/2019,10.4,15.6,8.3,9.4
10/9/2019,1.3,12.8,1.7,1.7
10/10/2019,0,13.3,0.6,0.6
10/11/2019,0,15.6,0.6,5
10/12/2019,0,18.3,4.4,5.6
10/13/2019,0,16.1,5.6,8.9
10/14/2019,0,14.4,0,4.4
10/15/2019,0.3,16.7,4.4,7.2
10/16/2019,14.7,13.3,7.2,10.6
10/17/2019,22.9,12.8,10,12.2
10/18/2019,7.6,15,7.8,8.9
10/19/2019,32,13.3,8.9,8.9
10/20/2019,9.9,12.8,6.1,7.2
10/21/2019,4.6,13.3,6.1,12.2
10/22/2019,35.6,15.6,12.2,12.2
10/23/2019,0,15,8.3,8.9
10/24/2019,0,17.2,7.2,7.2
10/25/2019,0.3,19.4,7.2,12.2
10/26/2019,0,19.4,3.3,3.9
10/27/2019,0,18.9,-0.6,-0.6
10/28/2019,0,13.3,-0.6,0
10/29/2019,0,12.2,-0.6,2.2
10/30/2019,0,10,-0.6,0
10/31/2019,0,12.8,-0.6,-0.6
11/1/2019,0,12.8,-0.6,0.6
11/2/2019,0,15.6,-0.6,3.3
11/3/2019,1,16.7,2.8,5.6
11/4/2019,0.3,15.6,2.2,2.2
11/5/2019,0,16.1,2.2,3.3
11/6/2019,0,12.8,2.2,3.9
11/7/2019,0,13.9,2.8,2.8
11/8/2019,0,15,2.2,2.2
11/9/2019,7.4,11.1,2.2,9.4
11/10/2019,7.4,11.1,8.9,10
11/11/2019,0,12.2,8.3,10
11/12/2019,7.4,15,8.3,8.9
11/13/2019,4.1,11.7,8.9,9.4
11/14/2019,0.3,12.2,7.8,7.8
11/15/2019,9.4,13.3,7.8,12.2
11/16/2019,1.8,13.3,8.9,8.9
11/17/2019,23.9,12.2,8.3,12.2
11/18/2019,4.8,13.3,7.8,8.3
11/19/2019,15.5,11.7,8.3,9.4
11/20/2019,0,12.8,1.7,1.7
11/21/2019,0.3,12.2,0,0
11/22/2019,0,9.4,-1.1,-0.6
11/23/2019,0,8.3,-1.1,-0.6
11/24/2019,6.4,7.2,-1.1,7.2
11/25/2019,3.8,12.2,3.3,5
11/26/2019,0.3,10,1.1,1.1
11/27/2019,0,5.6,0.6,1.1
11/28/2019,0,8.3,-2.2,1.1
11/29/2019,0,6.7,-3.3,-2.8
11/30/2019,1.3,7.2,-3.3,1.1
12/1/2019,1.3,7.2,-2.8,1.1
12/2/2019,0.8,5,1.1,2.2
12/3/2019,0,7.2,1.1,4.4
12/4/2019,1.5,8.3,4.4,6.7
12/5/2019,0.5,10,6.7,7.2
12/6/2019,0,10.6,7.2,7.2
12/7/2019,20.6,10,7.2,8.3
12/8/2019,1,10.6,7.8,7.8
12/9/2019,0,9.4,6.1,6.7
12/10/2019,0.3,9.4,3.9,5.6
12/11/2019,6.1,6.7,5.6,6.7
12/12/2019,23.1,11.1,6.7,9.4
12/13/2019,8.4,9.4,6.7,6.7
12/14/2019,7.1,8.3,4.4,5
12/15/2019,1.3,7.2,1.7,2.2
12/16/2019,3.3,6.7,1.1,4.4
12/17/2019,0.5,6.7,2.8,2.8
12/18/2019,0,6.1,2.8,3.9
12/19/2019,10.7,6.7,2.2,6.1
12/20/2019,70.9,11.7,6.1,8.3
12/21/2019,54.4,10.6,6.7,6.7
12/22/2019,0.8,7.8,4.4,4.4
12/23/2019,0,7.8,1.1,1.1
12/24/2019,0.3,5,0.6,1.1
12/25/2019,7.1,4.4,1.1,3.9
12/26/2019,0,6.7,-0.6,1.1
12/27/2019,3.3,4.4,1.1,2.8
12/28/2019,0.8,6.7,2.8,3.9
12/29/2019,3.8,6.1,3.3,6.1
12/30/2019,1.3,8.3,5.6,5.6
12/31/2019,11.4,8.9,5.6,8.9
1/1/2020,51.6,11.7,8.9,8.9
1/2/2020,3.6,10.6,5,5
1/3/2020,20.3,12.2,5,11.7
1/4/2020,24.6,13.9,5.6,5.6
1/5/2020,5.6,10,5,6.7
1/6/2020,42.2,10.6,5,10
1/7/2020,75.9,11.1,9.4,10
1/8/2020,15.5,10,5,5
1/9/2020,2,7.8,-0.6,1.7
1/10/2020,9.4,4.4,1.7,4.4
1/11/2020,46.5,10,4.4,5.6
1/12/2020,17,7.8,4.4,6.1
1/13/2020,10.2,6.1,0.6,0.6
1/14/2020,5.6,3.3,0,0.6
1/15/2020,0.3,2.2,0,0.6
1/16/2020,7.6,6.1,0.6,0.6
1/17/2020,2.5,6.7,-1.1,-0.6
1/18/2020,16.3,6.1,-0.6,5.6
1/19/2020,18.8,7.8,5.6,7.8
1/20/2020,1.3,11.7,7.2,7.8
1/21/2020,7.1,8.9,6.7,7.8
1/22/2020,24.9,8.9,6.7,6.7
1/23/2020,81.3,11.1,6.7,11.1
1/24/2020,31.2,11.7,9.4,10
1/25/2020,14.5,11.7,8.3,8.3
1/26/2020,14.7,10.6,8.3,8.9
1/27/2020,8.1,11.7,6.1,7.8
1/28/2020,47.2,10.6,7.8,7.8
1/29/2020,17.8,11.7,6.7,7.8
1/30/2020,20.6,10.6,4.4,4.4
1/31/2020,45.7,11.1,4.4,10.6
2/1/2020,53.6,12.2,7.2,7.2
2/2/2020,4.8,7.8,0.6,1.1
2/3/2020,4.1,5.6,-0.6,-0.6
2/4/2020,0,6.7,-1.1,0
2/5/2020,47,9.4,0,8.9
2/6/2020,27.9,9.4,8.9,8.9
2/7/2020,44.5,10,8.9,8.9
2/8/2020,16.5,9.4,6.1,6.1
2/9/2020,0.5,10,0.6,1.1
2/10/2020,0.3,11.1,-0.6,1.7
2/11/2020,0,10,1.7,3.3
2/12/2020,1,8.9,3.3,5
2/13/2020,0.3,9.4,3.3,4.4
2/14/2020,7.6,8.9,4.4,4.4
2/15/2020,9.1,8.3,4.4,7.8
2/16/2020,8.9,8.3,1.7,3.3
2/17/2020,7.9,7.8,0,1.7
2/18/2020,1.5,8.9,-1.1,-0.6
2/19/2020,0,9.4,-0.6,1.1
2/20/2020,0,12.8,0,1.1
2/21/2020,0,15,-1.1,-0.6
2/22/2020,1,8.9,-0.6,7.2
2/23/2020,15.7,10,3.3,7.2
2/24/2020,2,8.9,5,5.6
2/25/2020,0,10,0,0.6
2/26/2020,0,11.7,0.6,6.1
2/27/2020,0,11.7,3.9,4.4
2/28/2020,0.3,8.9,3.9,5
2/29/2020,11.4,8.3,5,5.6
3/1/2020,1.5,9.4,-1.1,-1.1
3/2/2020,2.5,8.3,-1.1,7.2
3/3/2020,15.2,8.9,7.2,7.2
3/4/2020,7.1,8.9,4.4,5
3/5/2020,0,11.7,2.8,3.3
3/6/2020,13.2,10,2.8,3.9
3/7/2020,3,8.3,1.1,2.8
3/8/2020,4.1,7.2,-1.1,-0.6
3/9/2020,0,10.6,-1.1,0
3/10/2020,0,12.2,0,0
3/11/2020,4.6,9.4,-0.6,5.6
3/12/2020,0,11.1,-0.6,0
3/13/2020,0.3,10.6,-1.1,1.7
3/14/2020,0,6.1,0,3.3
3/15/2020,0,8.3,0,0.6
3/16/2020,0,10.6,-0.6,0.6
3/17/2020,0,16.7,-1.1,-0.6
3/18/2020,0,12.2,-1.1,0.6
3/19/2020,0,11.1,-1.1,0
3/20/2020,0,11.7,-0.6,1.1
3/21/2020,0,13.3,1.1,3.3
3/22/2020,0,12.2,1.7,4.4
3/23/2020,5.3,7.8,4.4,6.1
3/24/2020,15.5,9.4,3.3,3.3
3/25/2020,1.3,8.3,0.6,1.7
3/26/2020,1,10,1.1,2.8
3/27/2020,3,10,1.1,5.6
3/28/2020,4.6,10,5.6,7.8
3/29/2020,29.5,10.6,6.7,7.8
